City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,dwarka,22.2394,68.9678,28.57,73,0,5.95,IN,1714965465
365,saint-jean-de-monts,46.7833,-2.0667,12.64,77,18,10.08,FR,1714965465
366,ende,-8.8432,121.6623,27.21,78,100,2.16,ID,1714965465
367,vila velha,-20.3297,-40.2925,25.97,83,100,3.6,BR,1714965249
368,inongo,-1.95,18.2667,22.97,84,62,0.71,CD,1714965466
369,cradock,-32.1642,25.6192,16.2,38,1,3.08,ZA,1714965467
370,westport,41.1415,-73.3579,12.02,91,100,2.57,US,1714965467
371,umba,66.6871,34.3429,-2.62,85,81,3.92,RU,1714965468
372,dabakala,8.3667,-4.4333,25.0,92,100,3.74,CI,1714965468
373,chui,-33.6971,-53.4616,19.38,96,94,1.26,UY,1714965469
374,veraval,20.9,70.3667,28.8,69,9,4.82,IN,1714965470
375,gadzhiyevo,69.2551,33.3362,-1.49,78,100,8.08,RU,1714965430
376,lochbuie,40.0072,-104.7161,21.7,23,75,11.32,US,1714965470
377,el bauga,18.262,33.9081,26.19,17,0,4.12,SD,1714965471
378,vorkuta,67.5,64.0,-13.84,96,100,1.24,RU,1714965471
379,kloulklubed,7.0419,134.2556,31.28,68,97,4.25,PW,1714965472
380,rokytne,51.2796,27.214,11.74,81,99,3.16,UA,1714965472
381,plettenberg bay,-34.0527,23.3716,15.4,58,1,2.04,ZA,1714965473
382,karratha,-20.7377,116.8463,31.79,18,0,5.08,AU,1714965473
383,talnakh,69.4865,88.3972,-5.44,73,100,2.52,RU,1714965251
384,opuwo,-18.0607,13.84,16.17,39,0,1.4,NA,1714965475
385,shijiang,27.0819,110.7933,24.24,73,100,0.98,CN,1714965475
386,novaya mayna,54.15,49.75,4.65,81,100,5.81,RU,1714965476
387,alofi,-19.0595,-169.9187,23.94,94,100,8.23,NU,1714965476
388,san clemente del tuyu,-36.3569,-56.7235,17.21,96,100,3.7,AR,1714965477
389,usinsk,65.9939,57.5281,-8.85,90,25,3.13,RU,1714965390
390,rio grande,-32.035,-52.0986,23.06,98,79,4.17,BR,1714965478
391,bayganin,48.6947,55.8742,8.28,52,100,4.24,KZ,1714965478
392,chul'man,56.8479,124.9104,7.38,73,2,1.79,RU,1714965479
393,cam ranh,11.9214,109.1591,31.98,62,20,3.6,VN,1714965479
394,hasaki,35.7333,140.8333,23.22,69,91,11.69,JP,1714965479
395,acapulco de juarez,16.8634,-99.8901,26.9,83,20,3.09,MX,1714965480
396,kyren,51.6828,102.1408,21.64,32,93,0.45,RU,1714965480
397,paka,4.6374,103.4368,30.4,71,42,1.11,MY,1714965481
398,arish,31.1316,33.7984,17.88,72,9,6.46,EG,1714965481
399,nadym,65.5333,72.5167,-4.55,90,96,8.11,RU,1714965281
400,san pedro pochutla,15.7333,-96.4667,26.84,65,5,1.83,MX,1714965482
401,tsiombe,-25.3,45.4833,17.06,83,0,2.04,MG,1714965290
402,laguna,38.421,-121.4238,16.36,56,0,6.17,US,1714965281
403,paranavai,-23.0731,-52.4653,21.01,48,0,3.37,BR,1714965484
404,jaguaruna,-28.615,-49.0256,21.71,97,7,2.31,BR,1714965485
405,slave lake,55.2834,-114.769,10.73,60,89,3.98,CA,1714965485
406,fort stockton,30.894,-102.8793,23.03,81,20,9.26,US,1714965486
407,boden,65.8252,21.6886,1.0,93,41,1.59,SE,1714965486
408,port-vila,-17.7338,168.3219,25.27,72,100,6.39,VU,1714965487
409,lake havasu city,34.4839,-114.3224,21.24,13,34,2.68,US,1714965197
410,prince rupert,54.3161,-130.3201,6.83,96,100,6.69,CA,1714965488
411,rotonda west,26.8837,-82.2901,26.02,90,100,0.0,US,1714965488
412,sarina,-21.4333,149.2167,27.28,82,84,4.53,AU,1714965489
413,chos malal,-37.3781,-70.2709,5.76,66,0,4.12,AR,1714965489
414,kostomuksha,64.571,30.5767,-5.54,96,27,1.34,RU,1714965490
415,antalaha,-14.9003,50.2788,22.86,88,51,3.18,MG,1714965490
416,flying fish cove,-10.4217,105.6791,27.82,78,75,5.66,CX,1714965258
417,abdanan,32.9926,47.4198,13.43,87,100,4.59,IR,1714965491
418,korop,51.5664,32.9586,10.75,80,93,1.12,UA,1714965492
419,canico,32.6333,-16.85,20.35,87,20,1.03,PT,1714965204
420,brisas de zicatela,15.8369,-97.0419,27.53,72,3,2.14,MX,1714965493
421,cafayate,-26.073,-65.9761,20.73,15,0,5.01,AR,1714965493
422,belmonte,-15.8631,-38.8828,25.62,77,25,3.2,BR,1714965494
423,jorpeland,59.0225,6.0408,9.9,97,97,0.79,NO,1714965494
424,xichang,27.8964,102.2634,18.08,64,100,1.99,CN,1714965495
425,la passe,45.5549,-0.8967,12.21,85,56,5.65,FR,1714965272
426,coronel suarez,-37.4547,-61.9334,10.95,53,100,5.5,AR,1714965301
427,guigang,23.0964,109.6092,24.88,85,100,1.73,CN,1714965416
428,qarqaraly,49.4058,75.4742,6.07,56,9,1.32,KZ,1714965252
429,kurchatov,51.6601,35.6521,8.23,90,85,2.35,RU,1714965498
430,nefta,33.8731,7.8777,21.88,34,0,5.11,TN,1714965498
431,santa rita,-7.1139,-34.9781,25.37,94,40,1.54,BR,1714965499
432,malango,-2.9627,119.9001,25.08,77,100,1.39,ID,1714965499
433,hammerfest,70.6634,23.6821,-0.75,69,100,3.6,NO,1714965500
434,sao felix do xingu,-6.6447,-51.995,23.44,91,49,0.99,BR,1714965500
435,griffith,41.5284,-87.4237,11.73,85,0,0.0,US,1714965501
436,garbahaarrey,3.3289,42.2209,25.04,86,88,5.36,SO,1714965501
437,nagqu,31.5,92.0,3.28,46,100,1.05,CN,1714965502
438,daleville,31.3102,-85.713,26.11,68,75,2.57,US,1714965466
439,ketchikan,55.3422,-131.6461,8.26,93,100,5.14,US,1714965503
440,hamilton,39.1834,-84.5333,20.24,85,20,0.45,US,1714965248
441,grinnell,41.743,-92.7224,15.99,66,0,1.54,US,1714965264
442,negombo,7.2083,79.8358,29.69,78,100,3.21,LK,1714965505
443,galle,6.0367,80.217,29.99,75,79,3.59,LK,1714965505
444,dedovichi,57.5517,29.9502,0.01,85,13,2.42,RU,1714965506
445,payson,40.0444,-111.7321,3.66,93,100,3.09,US,1714965443
446,vanimo,-2.6741,141.3028,31.3,68,91,1.68,PG,1714965507
447,saint-francois,46.4154,3.9054,12.03,95,100,4.12,FR,1714965220
448,sao joao da barra,-21.6403,-41.0511,24.8,85,0,4.81,BR,1714965480
449,inari,68.906,27.0288,-1.89,88,49,2.12,FI,1714965468
450,glace bay,46.1969,-59.957,4.32,89,100,2.24,CA,1714965508
451,obubra,6.0752,8.329,24.16,96,100,1.83,NG,1714965509
452,maydanshakhr,34.3956,68.8662,13.65,46,0,0.84,AF,1714965509
453,nurmahal,31.0964,75.5967,34.61,21,0,1.1,IN,1714965510
454,taulaga,-11.0553,-171.0883,29.67,75,70,3.59,AS,1714965510
455,anadyr,64.75,177.4833,-1.72,64,0,4.0,RU,1714965243
456,ha tinh,18.3333,105.9,31.01,69,86,1.78,VN,1714965511
457,putnam,36.1667,-85.65,21.94,90,20,2.06,US,1714965512
458,chak two hundred forty-nine thal development authority,31.1796,71.2095,33.1,25,0,3.02,PK,1714965512
459,boyolangu,-8.1181,111.8935,27.77,69,56,3.57,ID,1714965512
460,namsos,64.4662,11.4957,6.03,56,14,6.17,NO,1714965513
461,grand falls-windsor,48.9332,-55.6649,6.95,77,82,1.68,CA,1714965513
462,charters towers,-20.1,146.2667,29.1,37,66,4.83,AU,1714965514
463,pangody,65.85,74.4859,-5.89,93,100,7.2,RU,1714965514
464,burang,30.25,81.1667,2.12,60,39,2.0,CN,1714965515
465,la'ie,21.6477,-157.9253,26.98,76,100,5.81,US,1714965515
466,santa sylvina,-27.8326,-61.1375,22.25,86,100,3.78,AR,1714965516
467,keila,59.3036,24.4131,4.88,70,0,2.06,EE,1714965516
468,isna,25.2934,32.554,21.58,23,0,5.03,EG,1714965517
469,twon-brass,4.3151,6.2418,28.71,79,74,3.15,NG,1714965517
470,tamanrasset,22.785,5.5228,24.95,29,20,3.09,DZ,1714965518
471,badamdar,40.3394,49.8039,12.97,76,100,11.33,AZ,1714965261
472,lerwick,60.1545,-1.1494,9.0,97,99,2.33,GB,1714965519
473,atbasar,51.8,68.3333,6.74,48,1,4.28,KZ,1714965519
474,galveston,29.3669,-94.9669,24.47,91,0,4.12,US,1714965294
475,kavaratti,10.5669,72.642,29.44,67,36,2.11,IN,1714965520
476,cockburn town,21.4612,-71.1419,25.41,85,92,9.68,TC,1714965271
477,ghadamis,30.1337,9.5007,23.19,21,84,6.77,LY,1714965285
478,celestun,20.8667,-90.4,27.74,72,0,6.17,MX,1714965280
479,moapa valley,36.5805,-114.4703,16.42,19,38,2.3,US,1714965522
480,la ronge,55.1001,-105.2842,9.14,49,76,2.06,CA,1714965522
481,arkhangel'sk,64.5401,40.5433,-1.94,100,40,2.0,RU,1714965523
482,nishinoomote,30.7333,131.0,22.31,100,75,5.14,JP,1714965523
483,rongelap,11.1635,166.8941,27.64,79,77,8.1,MH,1714965524
484,cannonvale,-20.2833,148.7,23.66,81,95,5.24,AU,1714965524
485,troitsko-pechorsk,62.7084,56.1964,-1.84,84,96,1.34,RU,1714965525
486,nelson bay,-32.7167,152.15,20.0,92,98,1.79,AU,1714965380
487,ixtapa,20.7,-105.2,25.13,78,100,1.54,MX,1714965526
488,porto novo,6.4965,2.6036,27.1,87,5,2.51,BJ,1714965232
489,show low,34.2542,-110.0298,12.75,45,6,4.02,US,1714965527
490,mahibadhoo,3.7833,72.9667,29.58,77,100,4.89,MV,1714965438
491,villamontes,-21.25,-63.5,19.33,93,6,1.8,BO,1714965528
492,quelimane,-17.8786,36.8883,18.14,92,5,1.29,MZ,1714965529
493,puerto rico,-26.796,-55.024,20.84,85,0,1.39,AR,1714965529
494,novyy buh,47.6931,32.5216,11.0,53,100,5.26,UA,1714965530
495,peniche,39.3558,-9.3811,14.6,96,55,6.51,PT,1714965530
496,popondetta,-8.7537,148.2534,31.73,63,60,2.58,PG,1714965530
497,lamu,-2.2717,40.902,26.42,85,100,5.67,KE,1714965531
498,thunder bay,48.4001,-89.3168,7.66,68,1,1.75,CA,1714965508
499,henderson,36.0397,-114.9819,19.69,15,0,4.63,US,1714965532
500,battambang,13.1027,103.1982,35.8,47,57,1.25,KH,1714965532
501,port wentworth,32.1491,-81.1632,24.43,90,40,2.57,US,1714965362
502,tangalle,6.024,80.7911,30.51,70,78,3.4,LK,1714965533
503,tidjikja,18.5564,-11.4271,30.16,11,0,3.93,MR,1714965534
504,guarapari,-20.6667,-40.4975,23.85,88,16,1.64,BR,1714965510
505,ecoporanga,-18.3733,-40.8306,21.2,96,41,1.57,BR,1714965535
506,san buenaventura,27.0833,-101.5333,26.15,61,3,6.64,MX,1714965535
507,leticia,-4.2153,-69.9406,26.03,100,20,2.57,CO,1714965244
508,meleuz,52.9667,55.9167,6.1,52,89,9.19,RU,1714965536
509,suntar,62.1444,117.6319,2.14,95,100,1.58,RU,1714965537
510,taroa,8.7058,171.2275,28.14,79,100,7.95,MH,1714965537
511,havelberg,52.8309,12.0755,9.35,93,79,0.45,DE,1714965538
512,warmbaths,-24.8833,28.2833,13.33,42,3,1.02,ZA,1714965480
513,da nang,16.0678,108.2208,28.99,79,75,1.03,VN,1714965538
514,souillac,-20.5167,57.5167,24.21,78,40,5.14,MU,1714965539
515,baranivka,50.2969,27.6622,11.16,76,100,3.11,UA,1714965540
516,kolonia,50.9333,6.95,13.31,83,20,0.51,DE,1714965361
517,nikolayevsk-on-amure,53.1406,140.73,8.45,39,23,3.58,RU,1714965320
518,filey,54.21,-0.2892,11.61,89,100,1.78,GB,1714965438
519,tamandare,-8.7597,-35.1047,26.22,86,28,4.0,BR,1714965542
520,villa gesell,-37.2639,-56.973,17.25,94,100,4.86,AR,1714965542
521,kone,-21.0595,164.8658,27.92,47,89,4.05,NC,1714965543
522,mossel bay,-34.1831,22.146,13.96,74,7,2.36,ZA,1714965543
523,barra,-11.0894,-43.1417,24.18,77,100,2.96,BR,1714965544
524,moree,-29.4667,149.85,22.14,43,0,4.46,AU,1714965441
525,princeville,45.7668,-61.2985,5.23,87,70,1.81,CA,1714965545
526,al muwayh,22.4333,41.7583,22.04,31,0,2.69,SA,1714965545
527,laayoune,27.1622,-13.2032,17.55,77,100,6.18,EH,1714965546
528,kawm hamadah,30.761,30.6973,14.64,84,0,3.06,EG,1714965546
529,khandyga,62.6667,135.6,3.6,99,100,1.65,RU,1714965547
530,howard springs,-12.497,131.047,32.12,61,9,4.41,AU,1714965547
531,ambon,-3.6954,128.1814,28.08,83,40,1.03,ID,1714965547
532,thinadhoo,0.5333,72.9333,29.61,77,89,4.9,MV,1714965292
533,kismayo,-0.3582,42.5454,26.85,84,100,5.17,SO,1714965549
534,kovdor,67.5662,30.4758,-6.24,96,76,2.15,RU,1714965550
535,caleta de carquin,-11.0925,-77.6267,19.42,90,59,3.47,PE,1714965550
536,palangkaraya,-2.2,113.8333,30.17,75,51,0.45,ID,1714965376
537,shiprock,36.7855,-108.687,20.19,33,100,9.68,US,1714965551
538,al ghayzah,16.2079,52.176,29.43,76,36,3.74,YE,1714965285
539,novodvinsk,64.4165,40.8122,-2.14,86,55,3.13,RU,1714965518
540,moyynkum,44.2914,72.9469,15.01,71,100,1.82,KZ,1714965553
541,masjed soleyman,31.9364,49.3039,26.33,43,100,0.58,IR,1714965553
542,barcelos,41.5388,-8.6151,12.69,95,2,1.57,PT,1714965554
543,mogocha,53.7333,119.7667,17.81,20,70,2.18,RU,1714965554
544,funafuti,-8.5243,179.1942,29.55,75,85,3.97,TV,1714965555
545,nizhniy odes,63.6445,54.856,-3.32,94,100,1.98,RU,1714965555
